Tempo origine (UTC),Magnitudo,Latitudine N,Longitudine E,Profondità (km)
2019/03/15 04:27:57.73,0.7,40.8263,14.1467,1.84,Revisionato
2019/03/15 04:28:58.28,-0.1,40.8237,14.1453,1.05,Revisionato
2019/03/15 04:33:53.54,-1.0,40.8215,14.1493,0.91,Revisionato
2019/03/15 04:36:44.31,0.1,40.8228,14.1487,1.29,Revisionato
2019/03/15 04:40:35.76,1.1,40.8275,14.1493,2.15,Revisionato
2019/03/15 04:44:36.21,0.7,40.8233,14.1517,1.42,Revisionato
2019/03/15 04:44:57.05,-0.1,40.8217,14.1517,1.05,Revisionato
2019/03/15 04:47:45.13,-0.5,40.8220,14.1517,1.03,Revisionato
2019/03/15 04:49:50.26,0.8,40.8233,14.1442,1.21,Revisionato
2019/03/15 04:50:51.28,0.1,40.8222,14.1490,0.97,Revisionato
2019/03/15 04:53:53.94,-0.5,40.8215,14.1517,1.11,Revisionato
2019/03/15 04:56:39.68,0.7,40.8262,14.1462,1.80,Revisionato
2019/03/15 04:57:4.80,0.4,40.8222,14.1468,1.53,Revisionato
2019/03/15 05:20:46.29,0.4,40.8225,14.1423,1.21,Revisionato
2019/03/15 06:00:36.79,0.1,40.8313,14.1425,1.32,Revisionato
2019/03/15 06:09:14.37,-0.8,40.8223,14.1483,0.99,Revisionato
2019/03/15 06:09:41.95,0.1,40.8225,14.1460,1.33,Revisionato
2019/03/15 10:29:23.22,1.0,40.8252,14.1465,1.56,Revisionato
2019/03/16 01:13:54.64,-0.5,40.8223,14.1430,0.67,Revisionato
2019/03/17 13:42:18.09,-1.0,40.8218,14.1433,0.81,Revisionato
2019/03/17 13:42:21.29,-0.3,40.8220,14.1428,0.63,Revisionato
2019/03/17 13:49:26.75,-0.5,40.8213,14.1490,0.33,Revisionato
2019/03/17 14:27:16.90,-0.1,40.8213,14.1477,0.53,Revisionato
2019/03/17 23:23:8.86,-0.3,40.8283,14.1445,0.99,Revisionato
2019/03/18 18:54:8.62,0.8,40.8223,14.1398,0.75,Revisionato
2019/03/18 22:42:8.36,0.4,40.8263,14.1445,1.36,Revisionato
2019/03/19 03:45:58.54,1.1,40.8275,14.1428,0.98,Revisionato
2019/03/21 02:35:20.91,0.1,40.8347,14.1402,1.72,Revisionato
2019/03/21 02:36:56.75,0.2,40.8328,14.1530,1.87,Revisionato
2019/03/21 02:37:45.28,-0.1,40.8358,14.1452,1.43,Revisionato
2019/03/21 02:56:40.35,0.1,40.8313,14.1535,1.74,Revisionato
2019/03/21 03:11:57.76,0.6,40.8313,14.1502,1.80,Revisionato
2019/03/21 19:57:29.65,-0.8,40.8270,14.1433,0.75,Revisionato
2019/03/21 20:05:12.05,-1.0,40.8293,14.1422,0.35,Revisionato
2019/03/21 20:10:21.43,-0.3,40.8273,14.1402,0.89,Revisionato
2019/03/21 20:53:29.70,0.6,40.8265,14.1418,1.02,Revisionato
2019/03/21 20:54:8.14,-0.1,40.8245,14.1452,0.71,Revisionato
2019/03/21 22:17:11.49,0.2,40.8260,14.1417,0.95,Revisionato
2019/03/24 15:12:32.13,0.7,40.8082,14.0950,3.73,Revisionato
2019/03/31 13:53:6.76,-0.3,40.8220,14.1435,0.41,Revisionato
2019/04/01 12:30:4.34,0.2,40.8102,14.1002,3.94,Revisionato
2019/04/02 22:35:14.63,0.1,40.8257,14.1405,1.10,Revisionato
2019/04/03 02:36:40.88,-0.1,40.8242,14.1460,0.60,Revisionato
2019/04/06 01:10:3.65,0.1,40.8278,14.1430,1.42,Revisionato
2019/04/07 05:51:50.78,0.1,40.8240,14.1410,0.97,Revisionato
2019/04/08 01:34:50.69,-0.3,40.8247,14.1350,1.45,Revisionato
2019/04/08 08:48:8.18,0.2,40.8410,14.1402,1.85,Revisionato
2019/04/08 08:49:27.68,0.1,40.8398,14.1392,1.84,Revisionato
2019/04/08 09:24:24.64,-0.3,40.8315,14.1367,1.84,Revisionato
2019/04/10 19:42:24.56,0.4,40.8218,14.1400,1.13,Revisionato
2019/04/10 19:49:52.53,0.2,40.8242,14.1317,1.53,Revisionato
2019/04/10 22:56:47.21,1.8,40.8272,14.1435,1.18,Revisionato
2019/04/14 08:02:56.70,0.2,40.8220,14.1407,0.88,Revisionato
2019/04/14 08:03:8.93,-0.1,40.8203,14.1413,1.13,Revisionato
2019/04/15 03:00:41.64,-0.5,40.8247,14.1385,0.93,Revisionato
2019/04/15 03:00:50.67,0.6,40.8227,14.1402,1.52,Revisionato
2019/04/15 17:52:43.55,0.4,40.8270,14.1442,1.04,Revisionato
2019/04/16 10:19:18.27,0.8,40.8233,14.1362,1.04,Revisionato
2019/04/16 10:23:42.53,1.1,40.8247,14.1375,1.47,Revisionato
2019/04/16 10:38:9.67,0.2,40.8228,14.1413,1.45,Revisionato
2019/04/16 12:17:31.51,0.5,40.8242,14.1367,1.38,Revisionato
2019/04/17 00:40:16.50,1.1,40.8342,14.1450,0.57,Revisionato
2019/04/21 14:45:10.61,1.0,40.8265,14.1387,1.22,Revisionato
2019/04/21 14:53:2.46,0.8,40.8250,14.1337,1.73,Revisionato
2019/04/21 14:59:3.67,0.5,40.8268,14.1305,1.72,Revisionato
2019/04/21 15:12:38.37,0.9,40.8243,14.1322,1.67,Revisionato
2019/04/21 15:43:17.61,0.4,40.8240,14.1358,2.12,Revisionato
2019/04/21 15:53:1.50,0.2,40.8257,14.1323,1.44,Revisionato
2019/04/21 18:06:32.64,1.2,40.8348,14.1353,1.52,Revisionato
2019/04/22 21:51:54.40,0.2,40.8270,14.1432,1.05,Revisionato
2019/04/25 13:26:7.87,0.4,40.8213,14.1497,0.80,Revisionato
2019/04/25 23:28:58.83,0.2,40.8400,14.1302,1.84,Revisionato
2019/04/26 12:40:58.19,-0.5,40.8207,14.1442,1.08,Revisionato
2019/04/28 05:36:34.28,0.2,40.8273,14.1443,1.50,Revisionato
2019/04/28 05:48:44.82,0.2,40.8270,14.1467,1.48,Revisionato
2019/04/28 06:40:21.34,0.2,40.8303,14.1445,1.02,Revisionato
2019/04/29 07:41:8.63,-0.3,40.8242,14.1415,0.84,Revisionato
2019/05/01 01:31:17.97,0.5,40.8222,14.1722,2.39,Revisionato
2019/05/03 04:02:12.28,-0.5,40.8197,14.1358,1.53,Revisionato
2019/05/03 09:43:16.30,0.1,40.8267,14.1378,0.98,Revisionato
2019/05/04 00:40:7.66,0.1,40.8290,14.1440,1.42,Revisionato
2019/05/04 00:40:29.99,-0.1,40.8293,14.1457,1.38,Revisionato
2019/05/04 00:41:5.92,0.4,40.8275,14.1402,1.46,Revisionato
2019/05/09 23:47:28.23,0.7,40.8087,14.1137,2.61,Revisionato
2019/05/10 15:15:42.27,-0.1,40.8247,14.1402,1.05,Revisionato
2019/05/11 09:33:11.57,0.2,40.8260,14.1422,1.11,Revisionato
2019/05/13 22:10:29.18,0.4,40.8245,14.1490,1.47,Revisionato
2019/05/16 21:54:6.58,-0.3,40.8273,14.1438,0.70,Revisionato
2019/05/16 21:54:24.62,-0.1,40.8243,14.1442,0.54,Revisionato
2019/05/16 21:57:3.43,-0.1,40.8248,14.1447,0.83,Revisionato
2019/05/16 21:57:16.52,0.1,40.8290,14.1437,0.55,Revisionato
2019/05/17 10:19:4.33,0.4,40.8230,14.1490,0.79,Revisionato
2019/05/17 10:23:53.80,0.1,40.8218,14.1480,0.96,Revisionato
2019/05/17 10:24:0.29,-0.1,40.8228,14.1482,0.82,Revisionato
2019/05/17 10:25:13.62,-0.3,40.8242,14.1473,0.92,Revisionato
2019/05/17 16:49:20.47,-0.5,40.8258,14.1483,0.75,Revisionato
2019/05/18 02:00:27.48,0.5,40.8262,14.1425,1.23,Revisionato
2019/05/20 01:37:16.15,0.4,40.8228,14.1368,0.84,Revisionato
2019/05/21 03:29:53.33,-0.3,40.8292,14.1417,0.81,Revisionato
2019/05/21 03:30:1.73,0.1,40.8280,14.1440,0.75,Revisionato
2019/05/21 03:30:55.17,-0.1,40.8273,14.1438,0.93,Revisionato
2019/05/22 12:05:5.94,-0.8,40.8268,14.1425,0.56,Revisionato
2019/05/22 22:15:56.81,-0.3,40.8387,14.1280,1.27,Revisionato
2019/05/24 01:59:32.28,0.2,40.8282,14.1402,1.31,Revisionato
2019/05/26 04:37:10.12,-0.1,40.8225,14.1363,0.72,Revisionato
2019/05/26 04:37:41.66,0.4,40.8213,14.1338,0.91,Revisionato
2019/05/26 05:17:57.25,0.1,40.8278,14.1368,1.48,Revisionato
2019/05/26 05:32:54.22,-0.1,40.8223,14.1365,0.68,Revisionato
2019/05/28 23:11:2.67,0.2,40.8245,14.1418,1.39,Revisionato
2019/05/30 19:34:37.52,0.2,40.8228,14.1368,1.26,Revisionato
2019/06/01 21:42:32.22,-0.3,40.8242,14.1413,0.86,Revisionato
2019/06/02 04:31:43.38,-0.1,40.8230,14.1402,0.56,Revisionato
2019/06/02 04:36:20.27,-0.5,40.8247,14.1425,0.64,Revisionato
2019/06/02 12:39:23.34,-0.8,40.8227,14.1415,0.67,Revisionato
2019/06/03 02:25:7.76,0.5,40.8088,14.0957,3.58,Revisionato
2019/06/04 14:15:57.48,-0.8,40.8287,14.1437,0.62,Revisionato
2019/06/06 07:21:58.46,-0.8,40.8290,14.1473,0.83,Revisionato
2019/06/06 07:23:23.66,-0.1,40.8267,14.1432,0.89,Revisionato
2019/06/07 10:04:41.33,0.1,40.8278,14.1412,1.00,Revisionato
2019/06/08 02:56:23.00,-0.5,40.8240,14.1437,1.74,Revisionato
2019/06/08 03:36:38.44,-0.3,40.8263,14.1490,1.44,Revisionato
2019/06/08 04:24:38.18,-0.5,40.8245,14.1450,1.63,Revisionato
2019/06/08 04:25:12.00,-0.5,40.8233,14.1413,1.40,Revisionato
2019/06/08 05:07:58.66,-0.3,40.8235,14.1442,1.39,Revisionato
2019/06/08 05:24:23.56,-0.1,40.8227,14.1445,1.51,Revisionato
2019/06/08 19:26:18.86,-0.3,40.8288,14.1435,1.69,Revisionato
2019/06/10 17:16:28.66,-0.3,40.8240,14.1413,1.20,Revisionato
2019/06/10 17:18:14.82,-1.0,40.8217,14.1375,0.85,Revisionato
2019/06/10 20:27:21.72,-0.3,40.8213,14.1415,0.98,Revisionato
2019/06/10 20:43:34.03,0.2,40.8203,14.1402,1.14,Revisionato
2019/06/11 04:17:56.01,1.2,40.8210,14.1377,1.37,Revisionato
2019/06/11 04:18:17.07,0.8,40.8233,14.1353,1.37,Revisionato
2019/06/11 04:29:4.09,0.1,40.8203,14.1355,0.80,Revisionato
2019/06/11 04:29:14.83,1.0,40.8228,14.1365,1.22,Revisionato
2019/06/11 04:29:33.39,-0.8,40.8203,14.1403,1.00,Revisionato
2019/06/11 04:31:51.90,0.1,40.8220,14.1388,1.18,Revisionato
2019/06/11 05:36:4.28,0.5,40.8203,14.1398,0.99,Revisionato
2019/06/11 05:36:46.47,-0.5,40.8203,14.1362,1.19,Revisionato
2019/06/11 05:36:57.65,-1.0,40.8195,14.1370,1.31,Revisionato
2019/06/11 05:43:0.03,-0.5,40.8228,14.1355,1.35,Revisionato
2019/06/12 21:17:15.73,-0.1,40.8228,14.1315,0.78,Revisionato
2019/06/12 21:17:40.32,0.4,40.8252,14.1282,1.58,Revisionato
2019/06/12 21:20:45.82,0.4,40.8253,14.1297,1.30,Revisionato
2019/06/13 18:12:51.40,0.2,40.8215,14.1408,0.60,Revisionato
2019/06/14 06:08:24.55,0.5,40.8263,14.1382,1.14,Revisionato
2019/06/14 06:13:30.38,0.6,40.8268,14.1352,1.18,Revisionato
2019/06/14 06:13:43.26,-0.1,40.8273,14.1388,1.37,Revisionato
2019/06/15 21:25:40.00,0.2,40.8182,14.1403,1.47,Revisionato
2019/06/16 08:55:32.69,-0.1,40.8223,14.1357,0.86,Revisionato
2019/06/16 09:19:28.77,0.4,40.8210,14.1302,1.34,Revisionato
2019/06/16 09:23:20.16,0.1,40.8178,14.1402,0.93,Revisionato
2019/06/16 09:29:54.36,-0.1,40.8190,14.1402,1.66,Revisionato
2019/06/16 09:30:25.10,-0.3,40.8212,14.1377,0.65,Revisionato
2019/06/16 09:31:26.09,-0.5,40.8195,14.1383,1.59,Revisionato
2019/06/16 09:31:49.85,0.1,40.8190,14.1402,1.27,Revisionato
2019/06/16 09:33:36.58,-0.1,40.8197,14.1392,0.63,Revisionato
2019/06/16 09:41:54.24,-0.3,40.8222,14.1330,1.44,Revisionato
2019/06/16 09:45:43.34,0.6,40.8238,14.1328,1.41,Revisionato
2019/06/16 09:47:44.48,-0.1,40.8225,14.1352,1.70,Revisionato
2019/06/16 09:57:47.74,0.6,40.8227,14.1342,0.98,Revisionato
2019/06/16 10:57:44.33,0.7,40.8260,14.1320,1.30,Revisionato
2019/06/16 11:27:6.68,0.4,40.8240,14.1333,1.35,Revisionato
2019/06/16 19:02:19.70,0.1,40.8245,14.1333,0.98,Revisionato
2019/06/17 02:43:18.46,0.1,40.8223,14.1402,1.55,Revisionato
2019/06/17 12:03:32.52,-0.8,40.8308,14.1435,0.41,Revisionato
2019/06/17 12:06:35.83,-0.5,40.8310,14.1423,0.37,Revisionato
2019/06/19 02:42:44.56,-0.1,40.8257,14.1402,0.92,Revisionato
2019/06/19 02:42:59.16,-0.3,40.8300,14.1428,0.95,Revisionato
2019/06/20 07:45:37.78,1.2,40.8267,14.1330,1.58,Revisionato
2019/06/20 18:18:35.72,0.2,40.8228,14.1353,1.39,Revisionato
2019/06/21 00:41:18.54,-0.1,40.8272,14.1438,1.01,Revisionato
2019/06/21 04:07:43.89,0.2,40.8315,14.1550,1.59,Revisionato
2019/06/21 04:07:55.32,-0.1,40.8352,14.1460,1.13,Revisionato
2019/06/21 21:06:28.41,-0.1,40.8265,14.1360,1.35,Revisionato
2019/06/21 21:07:19.25,0.1,40.8253,14.1360,1.13,Revisionato
2019/06/21 21:07:43.00,-0.3,40.8272,14.1327,1.36,Revisionato
2019/06/22 17:11:6.38,0.4,40.8248,14.1460,1.41,Revisionato
2019/06/23 10:18:49.75,-0.3,40.8298,14.1402,0.81,Revisionato
2019/06/23 10:52:22.77,-0.5,40.8303,14.1427,0.73,Revisionato
2019/06/26 00:22:54.69,-0.5,40.8225,14.1440,1.25,Revisionato
2019/06/27 19:45:39.01,-0.3,40.8315,14.1375,1.68,Revisionato
2019/06/29 02:01:31.43,0.5,40.8263,14.1433,1.19,Revisionato
2019/06/29 06:58:25.81,-0.1,40.8233,14.1437,0.75,Revisionato
2019/07/02 09:52:34.61,-0.1,40.8248,14.1425,0.90,Revisionato
2019/07/05 13:59:4.02,-0.3,40.8273,14.1430,1.10,Revisionato
2019/07/05 14:06:5.32,-0.5,40.8215,14.1438,0.93,Revisionato
2019/07/06 03:34:4.77,-0.5,40.8277,14.1437,1.46,Revisionato
2019/07/06 16:51:38.35,-0.1,40.8258,14.1418,1.79,Revisionato
2019/07/08 15:50:29.47,-0.8,40.8248,14.1402,1.14,Revisionato
2019/07/08 15:50:33.72,-0.3,40.8242,14.1413,1.04,Revisionato
2019/07/08 19:16:45.95,-0.1,40.8292,14.1445,0.88,Revisionato
2019/07/10 23:17:17.33,-0.1,40.8243,14.1265,1.57,Revisionato
2019/07/10 23:22:36.46,0.1,40.8228,14.1277,1.46,Revisionato
2019/07/11 06:56:52.31,-0.5,40.8240,14.1408,0.67,Revisionato
2019/07/16 17:17:55.72,-0.1,40.8243,14.1430,1.12,Revisionato
2019/07/17 18:40:46.41,-0.3,40.8228,14.1302,1.49,Revisionato
2019/07/17 18:45:44.27,0.5,40.8228,14.1290,1.33,Revisionato
2019/07/21 22:15:53.75,0.1,40.8245,14.1312,1.13,Revisionato
2019/07/23 19:41:31.72,0.4,40.8382,14.1327,1.68,Revisionato
2019/07/24 03:49:31.72,0.5,40.8377,14.1330,1.63,Revisionato
2019/07/24 04:12:38.12,0.5,40.8237,14.1377,1.74,Revisionato
2019/07/24 04:12:55.20,0.7,40.8217,14.1402,1.82,Revisionato
2019/07/24 04:27:13.57,0.5,40.8275,14.1367,1.67,Revisionato
2019/07/24 06:38:37.55,1.7,40.8250,14.1435,1.79,Revisionato
2019/07/24 21:17:34.06,-0.8,40.8238,14.1437,1.38,Revisionato
2019/07/24 21:23:51.28,1.0,40.8203,14.1358,0.91,Revisionato
2019/07/24 22:58:48.73,0.2,40.8235,14.1422,0.94,Revisionato
2019/07/26 23:25:5.59,0.1,40.8192,14.1383,0.98,Revisionato
2019/07/31 21:48:49.67,-0.1,40.8275,14.1437,0.61,Revisionato
2019/08/03 05:33:4.40,0.4,40.8198,14.1267,1.67,Revisionato
2019/08/03 09:00:31.75,0.2,40.8358,14.1393,1.46,Revisionato
2019/08/03 09:00:35.48,0.7,40.8370,14.1375,1.69,Revisionato
2019/08/03 09:09:14.89,-0.1,40.8348,14.1347,1.34,Revisionato
2019/08/04 01:46:31.79,0.5,40.8233,14.1370,1.25,Revisionato
2019/08/04 01:47:9.82,0.5,40.8227,14.1380,1.37,Revisionato
2019/08/04 12:39:0.95,1.0,40.8308,14.1487,1.36,Revisionato
2019/08/04 15:33:21.35,0.5,40.8268,14.1413,1.12,Revisionato
2019/08/05 17:01:50.77,-0.5,40.8257,14.1450,0.39,Revisionato
2019/08/07 00:44:37.61,-0.3,40.8193,14.1345,1.45,Revisionato
2019/08/10 02:39:46.48,0.2,40.8262,14.1248,1.64,Revisionato
2019/08/11 07:23:7.83,0.5,40.8273,14.1447,0.82,Revisionato
2019/08/11 13:12:6.61,-0.3,40.8243,14.1468,0.99,Revisionato
2019/08/11 16:40:13.15,0.2,40.8272,14.1487,0.84,Revisionato
2019/08/12 06:13:3.76,1.1,40.8275,14.1393,1.56,Revisionato
2019/08/13 00:11:59.91,0.4,40.8250,14.1300,1.75,Revisionato
2019/08/13 00:14:30.57,-0.3,40.8228,14.1325,1.26,Revisionato
2019/08/17 13:01:34.70,-0.1,40.8262,14.1428,0.75,Revisionato
2019/08/17 19:01:8.98,-0.5,40.8267,14.1412,1.23,Revisionato
2019/08/18 12:20:26.74,0.1,40.8203,14.1448,1.40,Revisionato
2019/08/20 04:19:37.20,0.5,40.8212,14.1403,0.77,Revisionato
2019/08/23 05:12:33.25,-0.1,40.8280,14.1437,0.79,Revisionato
2019/08/23 20:16:3.47,0.2,40.8385,14.1285,1.76,Revisionato
2019/08/28 09:11:18.67,-0.1,40.8275,14.1413,0.97,Revisionato
2019/08/29 23:25:13.81,-0.1,40.8252,14.1428,1.04,Revisionato
2019/09/05 04:03:1.72,1.5,40.8105,14.0958,4.35,Revisionato
2019/09/09 23:24:27.58,-0.5,40.8277,14.1427,0.66,Revisionato
2019/09/11 10:27:53.68,0.9,40.8302,14.1120,1.69,Revisionato
2019/09/11 15:32:31.25,-0.3,40.8192,14.1415,0.98,Revisionato
2019/09/11 15:43:14.44,0.1,40.8208,14.1402,1.01,Revisionato
2019/09/11 15:52:42.70,-0.3,40.8208,14.1357,0.84,Revisionato
2019/09/13 13:12:54.38,-0.3,40.8297,14.1423,0.81,Revisionato
2019/09/13 13:52:20.05,-0.3,40.8257,14.1410,1.27,Revisionato
2019/09/15 22:18:47.68,0.1,40.8315,14.1402,1.23,Revisionato
2019/09/15 23:43:21.68,-0.8,40.8307,14.1408,0.85,Revisionato
2019/09/18 14:02:57.46,0.2,40.8257,14.1402,0.90,Revisionato
2019/09/26 09:58:52.13,0.1,40.8315,14.1402,1.07,Revisionato
2019/09/26 16:34:46.18,-0.1,40.8285,14.1355,1.73,Revisionato
2019/09/30 02:36:36.84,-0.1,40.8283,14.1402,1.44,Revisionato
2019/10/05 05:08:37.76,2.5,40.8282,14.1475,1.91,Revisionato
2019/10/05 05:09:24.01,-0.8,40.8285,14.1427,1.71,Revisionato
2019/10/05 08:46:7.99,-0.1,40.8237,14.1423,1.09,Revisionato
2019/10/05 08:47:26.19,-0.3,40.8255,14.1437,1.02,Revisionato
2019/10/06 08:18:3.50,-0.1,40.8295,14.1422,1.01,Revisionato
2019/10/07 19:56:24.69,-0.5,40.8243,14.1438,0.76,Revisionato
2019/10/07 19:56:45.10,0.2,40.8277,14.1413,1.07,Revisionato
2019/10/07 20:10:15.46,-0.1,40.8243,14.1417,0.83,Revisionato
2019/10/07 20:30:24.56,-1.0,40.8268,14.1437,0.76,Revisionato
2019/10/09 01:17:41.36,-0.8,40.8313,14.1420,0.72,Revisionato
2019/10/09 03:52:0.25,-0.1,40.8278,14.1402,1.02,Revisionato
2019/10/09 03:53:16.00,-0.3,40.8243,14.1403,0.95,Revisionato
2019/10/09 03:57:22.97,-0.3,40.8307,14.1452,0.88,Revisionato
2019/10/10 08:09:50.45,-0.8,40.8315,14.1418,0.81,Revisionato
2019/10/11 03:31:7.72,-0.8,40.8305,14.1388,1.20,Revisionato
2019/10/12 23:53:21.36,0.5,40.8420,14.1248,1.54,Revisionato
2019/10/14 04:24:36.38,0.1,40.8247,14.1460,0.92,Revisionato
2019/10/14 04:24:45.24,-0.8,40.8230,14.1457,0.78,Revisionato
2019/10/14 04:27:28.09,-0.5,40.8235,14.1468,0.80,Revisionato
2019/10/14 12:07:17.74,-0.8,40.8327,14.1435,0.59,Revisionato
2019/10/14 14:26:33.42,0.1,40.8307,14.1390,1.14,Revisionato
2019/10/14 17:51:48.18,0.1,40.8250,14.1342,1.14,Revisionato
2019/10/14 19:24:24.20,0.6,40.8250,14.1320,1.62,Revisionato
2019/10/15 05:57:53.76,0.4,40.8212,14.1318,0.89,Revisionato
2019/10/15 05:58:3.15,0.4,40.8247,14.1308,1.84,Revisionato
2019/10/15 05:59:44.77,0.7,40.8213,14.1292,1.09,Revisionato
2019/10/15 08:33:20.32,0.9,40.8225,14.1302,1.10,Revisionato
2019/10/15 08:49:47.34,0.1,40.8228,14.1302,1.49,Revisionato
2019/10/15 08:55:3.43,0.2,40.8228,14.1290,1.67,Revisionato
2019/10/16 21:47:19.72,0.1,40.8270,14.1393,0.84,Revisionato
2019/10/17 04:46:17.11,-0.3,40.8267,14.1430,1.13,Revisionato
2019/10/18 22:34:45.68,-0.8,40.8220,14.1358,0.82,Revisionato
2019/10/19 01:48:57.01,-0.3,40.8215,14.1390,0.87,Revisionato
2019/10/19 08:08:39.93,0.4,40.8227,14.1412,1.22,Revisionato
2019/10/20 19:00:51.59,0.2,40.8228,14.1338,1.48,Revisionato
2019/10/20 19:56:57.94,0.2,40.8230,14.1375,1.14,Revisionato
2019/10/20 19:57:25.13,0.5,40.8222,14.1353,1.40,Revisionato
2019/10/20 20:17:59.42,0.8,40.8233,14.1367,1.30,Revisionato
2019/10/20 20:38:21.63,0.4,40.8223,14.1382,1.06,Revisionato
2019/10/20 23:33:11.77,0.2,40.8222,14.1402,1.44,Revisionato
2019/10/21 00:10:8.90,0.1,40.8220,14.1373,0.86,Revisionato
2019/10/21 00:10:26.40,-0.8,40.8247,14.1368,1.52,Revisionato
2019/10/21 00:10:31.67,-0.1,40.8228,14.1373,0.98,Revisionato
2019/10/21 00:10:53.26,-0.3,40.8232,14.1355,1.40,Revisionato
2019/10/22 11:54:34.67,-0.1,40.8245,14.1395,1.07,Revisionato
2019/10/25 20:34:0.27,0.2,40.8260,14.1417,0.90,Revisionato
2019/10/25 20:34:33.69,-0.3,40.8278,14.1410,0.90,Revisionato
2019/10/25 20:37:26.48,-0.5,40.8247,14.1393,0.60,Revisionato
2019/10/27 10:14:56.26,-0.3,40.8287,14.1428,0.44,Revisionato
2019/10/27 10:19:8.76,0.4,40.8238,14.1447,0.68,Revisionato
2019/10/28 17:00:11.58,-0.5,40.8318,14.1450,0.83,Revisionato
2019/10/29 16:21:39.13,0.5,40.8302,14.1438,0.83,Revisionato
2019/11/09 10:53:26.84,0.7,40.8263,14.1443,1.10,Revisionato
2019/11/09 11:07:24.64,0.1,40.8257,14.1422,1.03,Revisionato
2019/11/09 11:07:33.78,-0.3,40.8313,14.1437,0.70,Revisionato
2019/11/09 11:38:33.97,-0.3,40.8307,14.1412,0.75,Revisionato
2019/11/09 11:40:18.79,0.4,40.8307,14.1430,0.94,Revisionato
2019/11/09 11:41:30.59,-0.5,40.8315,14.1442,0.56,Revisionato
2019/11/09 12:02:5.29,-0.8,40.8318,14.1442,0.65,Revisionato
2019/11/09 16:16:8.13,-0.3,40.8317,14.1410,0.65,Revisionato
2019/11/09 16:16:22.58,-0.1,40.8313,14.1423,0.61,Revisionato
2019/11/10 02:43:28.89,-0.3,40.8277,14.1465,1.35,Revisionato
2019/11/10 02:44:38.78,0.1,40.8272,14.1430,1.23,Revisionato
2019/11/10 19:48:26.84,0.2,40.8317,14.1468,0.26,Revisionato
2019/11/10 19:48:43.13,0.4,40.8267,14.1430,0.55,Revisionato
2019/11/10 23:56:1.47,-0.3,40.8228,14.1428,0.85,Revisionato
2019/11/12 05:07:34.95,-0.1,40.8315,14.1363,1.24,Revisionato
2019/11/12 05:18:1.14,0.2,40.8300,14.1390,1.35,Revisionato
2019/11/12 06:12:26.92,-0.1,40.8315,14.1402,0.81,Revisionato
2019/11/12 07:20:18.88,0.2,40.8272,14.1402,1.65,Revisionato
2019/11/13 13:13:9.31,0.8,40.8075,14.1203,1.52,Revisionato
2019/11/13 20:44:43.15,-0.3,40.8237,14.1335,1.07,Revisionato
2019/11/14 18:36:35.64,0.4,40.8258,14.1470,1.52,Revisionato
2019/11/14 18:37:43.83,-0.3,40.8270,14.1428,1.70,Revisionato
2019/11/14 18:37:51.51,-0.5,40.8278,14.1420,1.34,Revisionato
2019/11/14 18:37:58.15,-0.1,40.8260,14.1468,1.82,Revisionato
2019/11/14 18:38:35.48,-0.3,40.8260,14.1377,1.02,Revisionato
2019/11/14 18:38:43.81,-1.0,40.8255,14.1415,1.55,Revisionato
2019/11/14 18:38:53.90,-0.1,40.8250,14.1402,1.29,Revisionato
2019/11/14 18:39:6.26,-0.5,40.8258,14.1425,1.62,Revisionato
2019/11/14 18:39:26.49,-0.3,40.8245,14.1412,1.45,Revisionato
2019/11/14 18:39:57.50,-0.1,40.8262,14.1438,1.56,Revisionato
2019/11/14 20:37:2.91,-0.1,40.8272,14.1402,1.62,Revisionato
2019/11/15 07:58:46.88,0.7,40.8235,14.1335,1.27,Revisionato
2019/11/15 11:33:23.41,0.4,40.8217,14.1285,1.30,Revisionato
2019/11/17 14:11:7.29,0.6,40.8290,14.1287,1.67,Revisionato
2019/11/18 02:51:31.57,0.2,40.8297,14.1355,1.35,Revisionato
2019/11/18 05:26:10.74,0.4,40.8235,14.1177,0.88,Revisionato
2019/11/18 05:43:36.16,0.7,40.8260,14.1145,0.99,Revisionato
2019/11/18 07:57:58.65,0.5,40.8177,14.1237,1.10,Revisionato
2019/11/18 10:56:48.73,-0.3,40.8263,14.1427,1.01,Revisionato
2019/11/18 13:50:43.60,0.2,40.8258,14.1363,0.87,Revisionato
2019/11/20 02:16:2.27,0.8,40.8263,14.1228,0.87,Revisionato
2019/11/20 02:20:59.48,-0.1,40.8228,14.1283,1.01,Revisionato
2019/11/20 03:21:7.07,0.6,40.8262,14.1248,1.05,Revisionato
2019/11/20 03:21:19.16,-0.3,40.8228,14.1278,1.20,Revisionato
2019/11/20 03:36:41.65,-0.5,40.8228,14.1272,1.48,Revisionato
2019/11/20 03:37:12.87,-0.5,40.8265,14.1263,0.88,Revisionato
2019/11/20 03:37:19.62,-0.1,40.8228,14.1153,1.00,Revisionato
2019/11/20 03:41:16.66,1.3,40.8272,14.1248,0.79,Revisionato
2019/11/20 03:41:46.57,1.4,40.8290,14.1217,0.71,Revisionato
2019/11/20 03:42:27.13,1.0,40.8255,14.1242,0.82,Revisionato
2019/11/20 03:44:8.26,1.7,40.8305,14.1240,1.65,Revisionato
2019/11/20 03:45:28.41,0.1,40.8263,14.1203,0.58,Revisionato
2019/11/20 03:58:16.42,1.1,40.8243,14.1242,0.60,Revisionato
